sample_id,ucdb_id,city_name,country,ucdb_region,population_2025,hot_days_ge35,hot_days_ge40,native_height_pct,native_vertical_evidence_pct,overture_buildings_exact,overture_bad_lines,overture_native_height_buildings,overture_native_vertical_evidence_buildings,dominant_overture_geometry_source,dominant_overture_geometry_source_share_pct,gba_wfs_hits,gba_wfs_downloaded,gba_height_available_pct,strict_height_matches,strict_height_match_pct_of_overture,low_mid_height_area_share_pct,median_gba_height_m,p90_gba_height_m,boundary
ucdb_049,1569,Cabimas,Venezuela,Latin America and the Caribbean,299559.3463,314.0,60.0,0.0,0.0033,91568,0,0,3,Microsoft ML Buildings,81.27402586056263,140065,140065,100.0,91265,99.66909837497816,99.9367487896725,3.24355864524841,4.855642223358156,GBA modelled-height product matched to Overture footprints; not official truth.
ucdb_180,2930,San Carlos,Venezuela,Latin America and the Caribbean,122453.7669,263.0,29.0,0.0,0.0,30658,0,0,0,Google Open Buildings,70.98310392067323,45099,45099,100.0,30642,99.94781133798682,99.43110944358612,3.82055854797363,6.467703819274903,GBA modelled-height product matched to Overture footprints; not official truth.
ucdb_287,2721,Mehar Taluka,Pakistan,Central and Southern Asia,146890.3491,225.0,122.0,0.0,0.0,13931,0,0,0,Microsoft ML Buildings,53.09740865695212,21940,21940,100.0,13876,99.60519704256694,99.90341595639715,2.9380762577056903,5.221604347229005,GBA modelled-height product matched to Overture footprints; not official truth.
ucdb_106,7638,Sahiwal,Pakistan,Central and Southern Asia,693877.0397,213.0,96.0,0.0,0.0,70595,0,0,0,Google Open Buildings,65.8941851405907,132470,132470,100.0,69430,98.34974148310786,100.0,1.90608561038971,3.869486975669862,GBA modelled-height product matched to Overture footprints; not official truth.
ucdb_184,2280,Mongo,Chad,Sub-Saharan Africa,205278.8269,175.0,98.0,0.0,0.0,13835,0,0,0,Microsoft ML Buildings,51.58655583664618,12897,12897,100.0,13636,98.5616190820383,100.0,0.948976129293442,2.44899654388428,GBA modelled-height product matched to Overture footprints; not official truth.
