sample_id,ucdb_id,city_name,country,country_un_m49,ucdb_region,income_group_ucdb,population_2025,area_km2_2025,is_capital,centroid_lon,centroid_lat,xmin,ymin,xmax,ymax,sample_population_weight,ucdb_id_r,city_name_r,country_r,ucdb_region_r,income_group_ucdb_r,population_2025_r,area_km2_2025_r,status,cli_returncode,download_elapsed_s,n_bbox,n_buildings,n_height,n_num_floors,n_vertical_evidence,bad_lines,height_pct,floors_pct,vertical_evidence_pct,power_ok,hot_days_ge32,hot_days_ge35,hot_days_ge40,t2m_max_p95,t2m_max_max,heat_readiness_mismatch
ucdb_060,8035,Makassar,Indonesia,Indonesia,Eastern and South-Eastern Asia,Upper Middle,2241888.193,343.0,0,119.45440043477907,-5.172240009888187,119.366088494988,-5.316529068672183,119.5725975317347,-5.049216361629939,0.0085818333861606,8035,Makassar,Indonesia,Eastern and South-Eastern Asia,Upper Middle,2241888.193,343.0,downloaded,0.0,151.9,559452,480037,111,2287,2301,0,0.0231,0.4764,0.4793,True,43,0,0,32.56,33.7,False
ucdb_061,10211,Mengcheng,China,China,Eastern and South-Eastern Asia,Upper Middle,120364.7664,39.0,0,116.55796164813844,33.25794882685134,116.51150473462688,33.2167776548522,116.60068307732466,33.294687235465844,0.0004607501721246,10211,Mengcheng,China,Eastern and South-Eastern Asia,Upper Middle,120364.7664,39.0,downloaded,0.0,14.6,19597,15493,3,2,3,0,0.0194,0.0129,0.0194,True,89,36,2,35.82,40.52,False
ucdb_062,3203,Girishk,Afghanistan,Afghanistan,Central and Southern Asia,Low income,152092.2053,14.0,0,64.55436079727433,31.82370545123249,64.50827438340686,31.810184193317983,64.58947975774036,31.844603411957674,0.0005822011861669,3203,Girishk,Afghanistan,Central and Southern Asia,Low income,152092.2053,14.0,downloaded,0.0,17.1,13184,10080,0,0,0,0,0.0,0.0,0.0,True,162,139,70,43.65,47.45,True
ucdb_063,4992,Karaj,Iran,Iran (Islamic Republic of),Central and Southern Asia,Lower Middle,3585417.421,299.0,0,50.96730812201123,35.77524839741588,50.82758365992468,35.635860345391905,51.08790441204119,35.898524488782535,0.0137247945829472,4992,Karaj,Iran,Central and Southern Asia,Lower Middle,3585417.421,299.0,downloaded,0.0,22.5,188655,110394,1710,763,2264,0,1.549,0.6912,2.0508,True,0,0,0,28.77,31.67,False
ucdb_064,2315,Bangkok,Thailand,Thailand,Eastern and South-Eastern Asia,Upper Middle,19048031.94,2697.0,1,100.55383744656731,13.77083784235234,100.16344131853292,13.50589899969122,100.89245824729112,14.168426427804786,0.0729148924347566,2315,Bangkok,Thailand,Eastern and South-Eastern Asia,Upper Middle,19048031.94,2697.0,downloaded,0.0,181.9,3961267,3164571,1450,21923,22243,0,0.0458,0.6928,0.7029,True,250,130,39,42.07,44.43,True
ucdb_065,6123,Shahrud,Iran,Iran (Islamic Republic of),Central and Southern Asia,Lower Middle,108308.2338,26.0,0,54.97198684061748,36.41268055598501,54.91925938738531,36.389712095493614,55.01468943915312,36.44240823633508,0.0004145983817226,6123,Shahrud,Iran,Central and Southern Asia,Lower Middle,108308.2338,26.0,downloaded,0.0,12.7,211,116,9,25,32,0,7.7586,21.5517,27.5862,True,41,7,0,33.9,37.13,False
ucdb_066,6584,Kobo,Ethiopia,Ethiopia,Sub-Saharan Africa,Low income,121602.5345,11.0,0,39.63309980969576,12.15287738998497,39.6123346101318,12.133965575623352,39.65506019063531,12.166598047573723,0.0004654882851304,6584,Kobo,Ethiopia,Sub-Saharan Africa,Low income,121602.5345,11.0,downloaded,0.0,14.8,18950,18164,0,0,0,0,0.0,0.0,0.0,True,0,0,0,27.16,29.7,False
ucdb_067,4460,Kosti,Sudan,Sudan,Northern Africa and Western Asia,Low income,437240.6531,51.0,0,32.663048253065654,13.152151771011642,32.61891380242671,13.113624030414304,32.71087131240232,13.187157150517873,0.001673734866117,4460,Kosti,Sudan,Northern Africa and Western Asia,Low income,437240.6531,51.0,downloaded,0.0,26.5,128771,119312,0,0,0,0,0.0,0.0,0.0,True,284,166,75,43.25,45.56,True
ucdb_068,3533,Songkhla,Thailand,Thailand,Eastern and South-Eastern Asia,Upper Middle,229876.2417,67.0,0,100.599172340933,7.164814212508808,100.55114695813931,7.107971036425164,100.65140734996116,7.221539022560166,0.0008799545007935,3533,Songkhla,Thailand,Eastern and South-Eastern Asia,Upper Middle,229876.2417,67.0,downloaded,0.0,14.6,51062,41125,4,21,21,0,0.0097,0.0511,0.0511,True,49,0,0,32.91,34.4,False
ucdb_069,5897,Ikole,Nigeria,Nigeria,Sub-Saharan Africa,Lower Middle,168771.4101,20.0,0,5.50873794020205,7.791981233623797,5.479049401401037,7.773313528541392,5.539457590776687,7.8138959027381185,0.0006460483294162,5897,Ikole,Nigeria,Sub-Saharan Africa,Lower Middle,168771.4101,20.0,downloaded,0.0,15.4,14343,13998,0,0,0,0,0.0,0.0,0.0,True,148,19,0,35.03,38.17,False
ucdb_070,7574,Eidgaon,Bangladesh,Bangladesh,Central and Southern Asia,Lower Middle,111296.7916,38.0,0,92.0576362130694,21.566145960338623,92.0132709857868,21.53026192919457,92.0895826923948,21.62172912455528,0.0004260384281908,7574,Eidgaon,Bangladesh,Central and Southern Asia,Lower Middle,111296.7916,38.0,downloaded,0.0,17.5,48527,33067,0,0,0,0,0.0,0.0,0.0,True,18,0,0,31.9,32.89,False
ucdb_071,2393,Bắc Giang,Vietnam,Viet Nam,Eastern and South-Eastern Asia,Lower Middle,185730.7615,58.0,0,106.16805409131614,21.263726803156143,106.07299195564192,21.231067441882303,106.2552875367032,21.30584426262032,0.0007109678595277,2393,Bắc Giang,Vietnam,Eastern and South-Eastern Asia,Lower Middle,185730.7615,58.0,downloaded,0.0,23.2,126743,68892,0,26,26,0,0.0,0.0377,0.0377,True,69,8,0,33.48,37.87,False
ucdb_072,6526,Oghi,Pakistan,Pakistan,Central and Southern Asia,Lower Middle,151485.8268,41.0,0,73.03425797548081,34.50570056835093,72.98024714723405,34.46653356313358,73.10227203698109,34.53616858763957,0.0005798800002701,6526,Oghi,Pakistan,Central and Southern Asia,Lower Middle,151485.8268,41.0,downloaded,0.0,13.1,27259,20450,0,0,0,0,0.0,0.0,0.0,True,27,1,0,32.8,35.02,False
ucdb_073,3658,Hassi Bahbah,Algeria,Algeria,Northern Africa and Western Asia,Lower Middle,130853.8332,12.0,0,3.0355203185151827,35.07586212360373,3.016505153641453,35.05040916835989,3.051008998227813,35.094044635766565,0.0005009017835809,3658,Hassi Bahbah,Algeria,Northern Africa and Western Asia,Lower Middle,130853.8332,12.0,downloaded,0.0,10.8,13824,13497,0,37,37,0,0.0,0.2741,0.2741,True,101,71,25,40.44,43.31,True
ucdb_074,3829,Vinh,Vietnam,Viet Nam,Eastern and South-Eastern Asia,Lower Middle,349192.1858,74.0,0,105.67613108129083,18.69383967620785,105.62942118887884,18.63080110337559,105.72076533597776,18.7546552743946,0.0013366898347748,3829,Vinh,Vietnam,Eastern and South-Eastern Asia,Lower Middle,349192.1858,74.0,downloaded,0.0,26.4,184661,147234,3,7,9,0,0.002,0.0048,0.0061,True,141,52,6,37.36,41.98,False
ucdb_075,2003,Pingtung City,Taiwan,"China, Taiwan Province of China",Eastern and South-Eastern Asia,High income,168476.7096,45.0,0,120.48711180875812,22.6579787128041,120.44916966350786,22.59599360454773,120.53476577313796,22.70440502649078,0.0006449202309687,2003,Pingtung City,Taiwan,Eastern and South-Eastern Asia,High income,168476.7096,45.0,downloaded,0.0,20.6,25998,19599,1,146,146,0,0.0051,0.7449,0.7449,True,28,0,0,32.24,34.85,False
ucdb_076,1009,Shindand,Afghanistan,Afghanistan,Central and Southern Asia,Low income,232133.7506,25.0,0,62.150636693976764,33.30525032996633,62.10959725689727,33.28602932097246,62.18803975714886,33.32932213505413,0.0008885961294474,1009,Shindand,Afghanistan,Central and Southern Asia,Low income,232133.7506,25.0,downloaded,0.0,10.9,12660,11380,0,0,0,0,0.0,0.0,0.0,True,123,83,24,40.49,43.98,True
ucdb_077,6591,Nuevo Laredo,México,Mexico,Latin America and the Caribbean,Upper Middle,316098.3704,78.0,0,-99.5434763351442,27.48306048383313,-99.61800549355442,27.43346669015936,-99.47602941381652,27.526584111752136,0.0012100084013465,6591,Nuevo Laredo,México,Latin America and the Caribbean,Upper Middle,316098.3704,78.0,downloaded,0.0,40.8,137833,103641,82,11,91,0,0.0791,0.0106,0.0878,True,223,156,34,41.17,43.84,True
ucdb_078,3874,Hải Phòng,Vietnam,Viet Nam,Eastern and South-Eastern Asia,Lower Middle,922306.6795,221.0,0,106.66953844276502,20.87642101173456,106.55756489270276,20.78270748467005,106.78540118356862,20.965310770037288,0.0035305428161519,3874,Hải Phòng,Vietnam,Eastern and South-Eastern Asia,Lower Middle,922306.6795,221.0,downloaded,0.0,39.4,482442,331644,6,66,71,0,0.0018,0.0199,0.0214,True,18,3,0,31.93,36.27,False
ucdb_079,4512,Naha,Japan,Japan,Eastern and South-Eastern Asia,High income,1065339.195,309.0,0,127.74879811067537,26.254533129975385,127.62394649493147,26.11603408450853,127.89352538029031,26.40267575526197,0.0040780639729416,4512,Naha,Japan,Eastern and South-Eastern Asia,High income,1065339.195,309.0,downloaded,0.0,20.2,186913,167074,109,9652,9696,0,0.0652,5.7771,5.8034,True,0,0,0,30.93,31.84,False
ucdb_080,2570,Umm Hajar,Chad,Chad,Sub-Saharan Africa,Low income,118033.7518,11.0,0,19.69290840780105,13.293015131171124,19.67360824582325,13.27704244839552,19.714603606445525,13.309731160029122,0.000451827167409,2570,Umm Hajar,Chad,Sub-Saharan Africa,Low income,118033.7518,11.0,downloaded,0.0,18.6,10456,9915,0,0,0,0,0.0,0.0,0.0,True,242,163,111,44.41,46.12,True
ucdb_081,2156,Magway,Myanmar,Myanmar,Eastern and South-Eastern Asia,Lower Middle,130500.5525,27.0,0,94.93663174559534,20.14501950461199,94.90733250153843,20.111113309418545,94.96958042403617,20.17739409975865,0.0004995494431228,2156,Magway,Myanmar,Eastern and South-Eastern Asia,Lower Middle,130500.5525,27.0,downloaded,0.0,17.5,31637,26323,13,3,16,0,0.0494,0.0114,0.0608,True,260,118,45,42.02,44.0,True
ucdb_082,5563,Babol,Iran,Iran (Islamic Republic of),Central and Southern Asia,Lower Middle,230106.157,46.0,0,52.67584841290157,36.555865177295686,52.63798262848567,36.50390407521047,52.71862535141814,36.61815939432878,0.0008808346048074,5563,Babol,Iran,Central and Southern Asia,Lower Middle,230106.157,46.0,downloaded,0.0,17.9,41971,33015,8,17,22,0,0.0242,0.0515,0.0666,True,58,8,0,34.15,37.27,False
ucdb_083,6630,Bojnurd,Iran,Iran (Islamic Republic of),Central and Southern Asia,Lower Middle,241023.0459,31.0,0,57.32820663484551,37.47456338776976,57.27437847160139,37.44622827860308,57.3749828933075,37.49919969984618,0.0009226238973902,6630,Bojnurd,Iran,Central and Southern Asia,Lower Middle,241023.0459,31.0,downloaded,0.0,15.4,32458,29713,47,7,51,0,0.1582,0.0236,0.1716,True,57,16,0,34.56,38.61,False
ucdb_084,2549,Cambridge,Canada,Canada,Northern America,High income,148072.5144,61.0,0,-80.3142048617921,43.388188340126256,-80.38227856273308,43.33816171931544,-80.26838257516975,43.447657031434325,0.0005668140149086,2549,Cambridge,Canada,Northern America,High income,148072.5144,61.0,downloaded,0.0,19.7,39107,34610,28446,829,28861,0,82.1901,2.3953,83.3892,True,3,0,0,30.26,33.76,False
ucdb_085,4199,Namangan,Uzbekistan,Uzbekistan,Central and Southern Asia,Lower Middle,927907.7004,231.0,0,71.67354051906479,40.99725701670065,71.52987728837329,40.88429317120387,71.88277914393535,41.08219787380608,0.0035519832378046,4199,Namangan,Uzbekistan,Central and Southern Asia,Lower Middle,927907.7004,231.0,downloaded,0.0,19.1,108760,83808,6,476,478,0,0.0072,0.568,0.5704,True,107,79,24,40.94,42.97,True
ucdb_086,628,Osh,Kyrgyzstan,Kyrgyzstan,Central and Southern Asia,Lower Middle,481388.538,84.0,0,72.80569979173598,40.52663358694189,72.74420941910275,40.47120436325935,72.86218055687364,40.59682582385271,0.0018427307124514,628,Osh,Kyrgyzstan,Central and Southern Asia,Lower Middle,481388.538,84.0,downloaded,0.0,14.9,73150,60543,17,817,817,0,0.0281,1.3495,1.3495,True,41,23,0,35.8,38.54,False
ucdb_087,3888,Birmingham,United Kingdom,United Kingdom,Europe,High income,2617210.513,685.0,0,-1.961703170488741,52.51081942061401,-2.221075485766398,52.37626094759021,-1.7130547666381506,52.65883009242111,0.0100185480387486,3888,Birmingham,United Kingdom,Europe,High income,2617210.513,685.0,downloaded,0.0,81.2,708926,650592,280549,28555,302797,0,43.1221,4.3891,46.5418,True,0,0,0,22.54,27.04,False
ucdb_088,11080,Asansol,India,India,Central and Southern Asia,Lower Middle,2886897.019,249.0,0,86.88226805446095,23.7089602737694,86.73513372761181,23.63142131971813,87.05160403462176,23.79034715407625,0.0110508941959808,11080,Asansol,India,Central and Southern Asia,Lower Middle,2886897.019,249.0,downloaded,0.0,47.5,283961,190478,1,140,140,0,0.0005,0.0735,0.0735,True,154,99,50,42.99,45.99,True
ucdb_089,5793,Pachuca,México,Mexico,Latin America and the Caribbean,Upper Middle,326869.8644,74.0,0,-98.74086745627169,20.09823905991132,-98.7991381833912,20.04484321400429,-98.69150503455236,20.144252365137124,0.0012512411296854,5793,Pachuca,México,Latin America and the Caribbean,Upper Middle,326869.8644,74.0,downloaded,0.0,29.1,151562,110143,7776,2430,7943,0,7.0599,2.2062,7.2115,True,33,0,0,32.54,34.06,False
ucdb_090,1285,Bordeaux,France,France,Europe,High income,642755.5421,208.0,0,-0.5927004083954607,44.83930776962556,-0.7048347320275101,44.75827068259071,-0.4820615151173905,44.92401934974198,0.0024604353542503,1285,Bordeaux,France,Europe,High income,642755.5421,208.0,downloaded,0.0,31.8,363747,309506,39513,6911,45321,0,12.7665,2.2329,14.643,True,5,2,0,29.09,37.78,False
ucdb_091,8164,Ende,Indonesia,Indonesia,Eastern and South-Eastern Asia,Upper Middle,181319.9553,23.0,0,121.65620366694398,-8.848219172212689,121.62731203272388,-8.869591280019888,121.68762309654174,-8.828967018970012,0.0006940835188968,8164,Ende,Indonesia,Eastern and South-Eastern Asia,Upper Middle,181319.9553,23.0,downloaded,0.0,12.2,31161,30861,0,0,0,0,0.0,0.0,0.0,True,0,0,0,30.71,31.82,False
ucdb_092,7890,Niterói,Brazil,Brazil,Latin America and the Caribbean,Upper Middle,1734951.425,296.0,0,-43.00539272656605,-22.83066322287312,-43.14635055165309,-22.938017718942795,-42.80614003395492,-22.712745716870018,0.0066413053554236,7890,Niterói,Brazil,Latin America and the Caribbean,Upper Middle,1734951.425,296.0,downloaded,0.0,40.9,564525,442404,25,391,397,0,0.0057,0.0884,0.0897,True,28,2,0,32.56,36.25,False
ucdb_093,3640,강서구역,North Korea,Dem. People's Republic of Korea,Eastern and South-Eastern Asia,Low income,140675.9529,13.0,0,125.52182095096865,38.909900821422674,125.4863747779028,38.8904030688274,125.56432698640766,38.92597942577076,0.0005385003556362,3640,강서구역,North Korea,Eastern and South-Eastern Asia,Low income,140675.9529,13.0,downloaded,0.0,15.3,11801,9846,0,0,0,0,0.0,0.0,0.0,True,13,0,0,31.41,34.97,False
ucdb_094,9906,Aruppukkottai,India,India,Central and Southern Asia,Lower Middle,141777.8933,18.0,0,78.10639740669615,9.512139978939018,78.08058876980984,9.487296615519076,78.14096813991151,9.54421152425962,0.0005427185271506,9906,Aruppukkottai,India,Central and Southern Asia,Lower Middle,141777.8933,18.0,downloaded,0.0,14.6,34930,28420,0,0,0,0,0.0,0.0,0.0,True,253,140,25,40.38,43.3,True
ucdb_095,1360,Port Moresby,Papua New Guinea,Papua New Guinea,Oceania,Lower Middle,442164.8952,72.0,1,147.18172121928745,-9.457711326692182,147.13590880300646,-9.51168827526278,147.2243220328726,-9.39786619752298,0.0016925846131237,1360,Port Moresby,Papua New Guinea,Oceania,Lower Middle,442164.8952,72.0,downloaded,0.0,12.7,9178,7208,1103,3333,4420,0,15.3024,46.2403,61.3208,True,4,0,0,31.28,32.98,False
ucdb_096,5730,Tizayuca,México,Mexico,Latin America and the Caribbean,Upper Middle,101965.6766,30.0,0,-98.96844107360702,19.83533396311577,-99.0001400804203,19.804703122867654,-98.93477562029368,19.870934795079865,0.0003903193970246,5730,Tizayuca,México,Latin America and the Caribbean,Upper Middle,101965.6766,30.0,downloaded,0.0,35.9,49168,36815,11,3,13,0,0.0299,0.0081,0.0353,True,33,0,0,32.54,34.06,False
ucdb_097,4659,Chŏngjin,North Korea,Dem. People's Republic of Korea,Eastern and South-Eastern Asia,Low income,683869.9471,71.0,0,129.7645540440287,41.77007920547327,129.66220737195843,41.70435498043047,129.86148698647332,41.83086309013193,0.0026178191946143,4659,Chŏngjin,North Korea,Eastern and South-Eastern Asia,Low income,683869.9471,71.0,downloaded,0.0,12.5,16154,14414,0,2,2,0,0.0,0.0139,0.0139,True,1,0,0,27.52,32.18,False
ucdb_098,1822,Kathmandu,Nepal,Nepal,Central and Southern Asia,Lower Middle,3862696.52,350.0,1,85.34296057706291,27.693326960858275,85.20144621792025,27.585856215195943,85.48114793530232,27.80611635740548,0.0147862047980117,1822,Kathmandu,Nepal,Central and Southern Asia,Lower Middle,3862696.52,350.0,downloaded,0.0,51.2,788181,683777,273,17747,17937,0,0.0399,2.5954,2.6232,True,26,1,0,32.69,35.51,False
ucdb_099,672,Las Palmas de Gran Canaria,Spain,Spain,Europe,High income,378493.8292,51.0,0,-15.432576255971316,28.11361766485573,-15.485006062248234,28.060473243498137,-15.400251790040317,28.162279758291486,0.001448855027662,672,Las Palmas de Gran Canaria,Spain,Europe,High income,378493.8292,51.0,downloaded,0.0,16.5,46287,37870,1079,13906,14668,0,2.8492,36.7204,38.7325,True,0,0,0,24.71,25.97,False
ucdb_100,1345,Pokhara,Nepal,Nepal,Central and Southern Asia,Lower Middle,151398.9452,45.0,0,83.98700697810698,28.20819895138012,83.94303202140297,28.17925107432037,84.03762394561062,28.255634635761588,0.0005795474219471,1345,Pokhara,Nepal,Central and Southern Asia,Lower Middle,151398.9452,45.0,downloaded,0.0,21.2,100664,86445,22,2404,2412,0,0.0254,2.781,2.7902,True,38,5,0,33.61,36.91,False
ucdb_101,9628,Siddipet,India,India,Central and Southern Asia,Lower Middle,127661.2079,15.0,0,78.84435899084517,18.10301489583593,78.81305242061069,18.078002189277328,78.87712240944843,18.119232652782003,0.0004886805771557,9628,Siddipet,India,Central and Southern Asia,Lower Middle,127661.2079,15.0,downloaded,0.0,26.3,31154,26966,0,3,3,0,0.0,0.0111,0.0111,True,151,104,36,41.73,43.89,True
ucdb_102,3936,Ede,Nigeria,Nigeria,Sub-Saharan Africa,Lower Middle,122020.1243,37.0,0,4.445173353295622,7.717268447456116,4.414930976358816,7.667806365457294,4.474870250122552,7.765197234212626,0.0004670867975355,3936,Ede,Nigeria,Sub-Saharan Africa,Lower Middle,122020.1243,37.0,downloaded,0.0,45.1,47917,41053,1,0,1,0,0.0024,0.0,0.0024,True,28,0,0,32.7,34.63,False
ucdb_103,5239,Ho Chi Minh City,Vietnam,Viet Nam,Eastern and South-Eastern Asia,Lower Middle,14557830.27,1487.0,0,106.712862632141,10.851886284003273,106.45755453837344,10.585605674442656,107.03525667035696,11.106802179355734,0.0557266300037763,5239,Ho Chi Minh City,Vietnam,Eastern and South-Eastern Asia,Lower Middle,14557830.27,1487.0,downloaded,0.0,176.2,2723866,1951994,241,2586,2690,0,0.0123,0.1325,0.1378,True,172,102,29,40.73,42.93,True
ucdb_104,895,Tulsipur,Nepal,Nepal,Central and Southern Asia,Lower Middle,101378.2395,32.0,0,82.2791319248224,28.104743973936166,82.23714890411304,28.068955722240386,82.31532236739517,28.14530946181237,0.0003880707178385,895,Tulsipur,Nepal,Central and Southern Asia,Lower Middle,101378.2395,32.0,downloaded,0.0,272.2,39192,27789,44,48,75,0,0.1583,0.1727,0.2699,True,88,57,13,38.14,42.81,False
ucdb_105,1006,Urgench,Uzbekistan,Uzbekistan,Central and Southern Asia,Lower Middle,261275.914,66.0,0,60.61570311074324,41.55264048470404,60.55687337054863,41.50574401848287,60.6856931641666,41.59599342090702,0.0010001508410481,1006,Urgench,Uzbekistan,Central and Southern Asia,Lower Middle,261275.914,66.0,downloaded,0.0,18.0,22857,22016,8,1140,1142,0,0.0363,5.1781,5.1871,True,98,68,24,40.39,43.84,True
ucdb_106,7638,Sahiwal,Pakistan,Pakistan,Central and Southern Asia,Lower Middle,693877.0397,77.0,0,73.10741798782065,30.664729811385204,73.05494564947595,30.608508201628982,73.16852599959978,30.719851227258125,0.002656125833474,7638,Sahiwal,Pakistan,Central and Southern Asia,Lower Middle,693877.0397,77.0,downloaded,0.0,17.7,81904,70595,0,0,0,0,0.0,0.0,0.0,True,235,213,96,47.22,49.29,True
ucdb_107,5908,Bảo Lộc,Vietnam,Viet Nam,Eastern and South-Eastern Asia,Lower Middle,145024.5058,34.0,0,107.80406822938392,11.545159936144232,107.74458892587091,11.506083121660891,107.85099562815692,11.571292218765183,0.0005551463938174,5908,Bảo Lộc,Vietnam,Eastern and South-Eastern Asia,Lower Middle,145024.5058,34.0,downloaded,0.0,20.6,62792,44032,0,624,624,0,0.0,1.4172,1.4172,True,104,75,3,38.85,40.64,True
ucdb_108,4730,Taungoo,Myanmar,Myanmar,Eastern and South-Eastern Asia,Lower Middle,175200.0844,25.0,0,96.43999110448216,18.93455331964861,96.40732960749696,18.90332606747648,96.46928804554808,18.961156067858543,0.0006706569659703,4730,Taungoo,Myanmar,Eastern and South-Eastern Asia,Lower Middle,175200.0844,25.0,downloaded,0.0,13.9,22464,20485,0,0,0,0,0.0,0.0,0.0,True,221,105,41,41.45,43.01,True
ucdb_109,1592,Saarbruecken,Germany,Germany,Europe,High income,125455.5146,41.0,0,6.988467142987983,49.22997738635066,6.885264786788311,49.195827878624215,7.055322670816335,49.25278716878142,0.0004802372959694,1592,Saarbruecken,Germany,Europe,High income,125455.5146,41.0,downloaded,0.0,19.2,49718,34723,5886,13137,17520,0,16.9513,37.8337,50.4565,True,1,0,0,27.04,32.06,False
ucdb_110,5741,Sari,Iran,Iran (Islamic Republic of),Central and Southern Asia,Lower Middle,259509.397,47.0,0,53.06497720935533,36.5585928473614,53.00809175916833,36.51269069301634,53.12603757639096,36.60057751715677,0.0009933887042854,5741,Sari,Iran,Central and Southern Asia,Lower Middle,259509.397,47.0,downloaded,0.0,15.0,42505,33276,41,46,73,0,0.1232,0.1382,0.2194,True,93,45,3,36.9,42.14,False
ucdb_111,9416,Adilabad,India,India,Central and Southern Asia,Lower Middle,171170.9281,15.0,0,78.5283817901838,19.67034026170907,78.50765927501176,19.64744492571062,78.55159485892118,19.688822948029323,0.0006552335616447,9416,Adilabad,India,Central and Southern Asia,Lower Middle,171170.9281,15.0,downloaded,0.0,159.1,32458,29869,0,12,12,0,0.0,0.0402,0.0402,True,156,125,54,42.84,45.93,True
ucdb_112,6394,Wenjiang,China,China,Eastern and South-Eastern Asia,Upper Middle,290348.7856,64.0,0,103.83613149550229,30.69107404140736,103.7820595416307,30.642762430103268,103.90306890311048,30.73698523318214,0.0011114403071809,6394,Wenjiang,China,Eastern and South-Eastern Asia,Upper Middle,290348.7856,64.0,downloaded,0.0,17.6,36895,23885,0,32,32,0,0.0,0.134,0.134,True,51,7,0,33.64,36.36,False
ucdb_113,379,Pedro Juan Caballero,Paraguay,Paraguay,Latin America and the Caribbean,Upper Middle,127053.1349,25.0,0,-55.73622750718027,-22.553138362869444,-55.768591066056274,-22.579317810657155,-55.69731103988303,-22.51262230561553,0.0004863529047994,379,Pedro Juan Caballero,Paraguay,Latin America and the Caribbean,Upper Middle,127053.1349,25.0,downloaded,0.0,18.0,61897,41866,14,7931,7938,0,0.0334,18.9438,18.9605,True,214,112,4,38.3,41.7,True
ucdb_114,4693,Maubin,Myanmar,Myanmar,Eastern and South-Eastern Asia,Lower Middle,177136.8441,12.0,0,95.65064472035908,16.733801420899916,95.62225766061098,16.71118973900487,95.67090917995172,16.752302649509026,0.0006780707830849,4693,Maubin,Myanmar,Eastern and South-Eastern Asia,Lower Middle,177136.8441,12.0,downloaded,0.0,15.4,11336,9543,0,1,1,0,0.0,0.0105,0.0105,True,188,108,55,41.81,43.51,True
ucdb_115,6530,Mandiraja,Indonesia,Indonesia,Eastern and South-Eastern Asia,Upper Middle,204174.7537,68.0,0,109.49359133474567,-7.450975078015681,109.4181635891033,-7.481164286701792,109.5861733678885,-7.424366277883943,0.0007815705187193,6530,Mandiraja,Indonesia,Eastern and South-Eastern Asia,Upper Middle,204174.7537,68.0,downloaded,0.0,29.1,84911,56665,0,9,9,0,0.0,0.0159,0.0159,True,7,0,0,31.47,32.88,False
ucdb_116,9808,Akbarpur,India,India,Central and Southern Asia,Lower Middle,174686.2235,39.0,0,82.54021078276529,26.43414490924125,82.49114002250595,26.39424127771815,82.58729599455653,26.470160003410083,0.0006686899327162,9808,Akbarpur,India,Central and Southern Asia,Lower Middle,174686.2235,39.0,downloaded,0.0,19.1,39384,26628,0,0,0,0,0.0,0.0,0.0,True,176,102,76,45.21,48.72,True
ucdb_117,5937,دنجواي,Egypt,Egypt,Northern Africa and Western Asia,Lower Middle,203918.5383,23.0,0,31.522712945558744,31.18866026659277,31.46407108494385,31.17429411944044,31.575750500569768,31.217208433466368,0.0007805897392671,5937,دنجواي,Egypt,Northern Africa and Western Asia,Lower Middle,203918.5383,23.0,downloaded,0.0,15.5,20821,16844,0,0,0,0,0.0,0.0,0.0,True,175,136,62,42.12,46.79,True
ucdb_118,3687,Pyinmana [Nay Pyi Taw],Myanmar,Myanmar,Eastern and South-Eastern Asia,Lower Middle,556726.2982,89.0,1,96.14450741568032,19.74364348132903,96.04708777403164,19.69709904120601,96.2469969603759,19.788146847728683,0.0021311198068504,3687,Pyinmana [Nay Pyi Taw],Myanmar,Eastern and South-Eastern Asia,Lower Middle,556726.2982,89.0,downloaded,0.0,31.4,91521,65174,137,147,147,0,0.2102,0.2256,0.2256,True,163,94,32,41.07,42.57,True
ucdb_119,2530,Joypurhat,Bangladesh,Bangladesh,Central and Southern Asia,Lower Middle,120904.2623,19.0,0,89.03012663643165,25.10049441251273,88.98854715419077,25.08126440172605,89.06660431915682,25.114862411308,0.000462815334848,2530,Joypurhat,Bangladesh,Central and Southern Asia,Lower Middle,120904.2623,19.0,downloaded,0.0,16.9,18822,15335,0,0,0,0,0.0,0.0,0.0,True,157,64,25,40.61,46.17,False
ucdb_120,8044,Cachoeiro de Itapemirim,Brazil,Brazil,Latin America and the Caribbean,Upper Middle,169215.8021,30.0,0,-41.13427962054276,-20.84356586134945,-41.18895199588349,-20.865698502631528,-41.08631630984132,-20.8242008171176,0.0006477494392726,8044,Cachoeiro de Itapemirim,Brazil,Latin America and the Caribbean,Upper Middle,169215.8021,30.0,downloaded,0.0,22.2,38244,35540,0,217,217,0,0.0,0.6106,0.6106,True,177,63,0,37.2,39.66,False
ucdb_121,5154,Kowon,North Korea,Dem. People's Republic of Korea,Eastern and South-Eastern Asia,Low income,108075.3277,7.0,0,127.24377135491514,39.44195654628468,127.21841174473973,39.42475559656316,127.26374595759764,39.46043341299942,0.0004137068290791,5154,Kowon,North Korea,Eastern and South-Eastern Asia,Low income,108075.3277,7.0,downloaded,0.0,13.7,4528,3557,0,0,0,0,0.0,0.0,0.0,True,1,0,0,28.98,32.06,False
