sample_id,ucdb_id,city_name,country,country_un_m49,ucdb_region,income_group_ucdb,population_2025,area_km2_2025,is_capital,centroid_lon,centroid_lat,xmin,ymin,xmax,ymax,sample_population_weight,ucdb_id_r,city_name_r,country_r,ucdb_region_r,income_group_ucdb_r,population_2025_r,area_km2_2025_r,status,cli_returncode,download_elapsed_s,n_bbox,n_buildings,n_height,n_num_floors,n_vertical_evidence,bad_lines,height_pct,floors_pct,vertical_evidence_pct,power_ok,hot_days_ge32,hot_days_ge35,hot_days_ge40,t2m_max_p95,t2m_max_max,heat_readiness_mismatch
ucdb_122,1407,Moussoro,Chad,Chad,Sub-Saharan Africa,Low income,128413.6356,12.0,0,16.490303962000635,13.644888476734154,16.472179034640618,13.628535156334582,16.512800931150213,13.661242230162122,0.0004915608319234,1407,Moussoro,Chad,Sub-Saharan Africa,Low income,128413.6356,12.0,downloaded,0.0,12.2,10075,9760,0,0,0,0,0.0,0.0,0.0,True,225,148,107,44.74,45.88,True
ucdb_123,2253,Punto Fijo,Venezuela,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Upper Middle,257860.7735,100.0,0,-70.20224265569556,11.689172431773658,-70.24137442407286,11.60389894461288,-70.14794573989495,11.766954519794607,0.0009870778578133,2253,Punto Fijo,Venezuela,Latin America and the Caribbean,Upper Middle,257860.7735,100.0,downloaded,0.0,28.5,80957,73506,0,1,1,0,0.0,0.0014,0.0014,True,328,82,0,36.33,38.07,True
ucdb_124,5729,Valencia,Philippines,Philippines,Eastern and South-Eastern Asia,Lower Middle,108837.2073,17.0,0,125.1038201920544,7.907241107637582,125.07586120896056,7.895065189625281,125.14763550483246,7.927534610162579,0.0004166232652368,5729,Valencia,Philippines,Eastern and South-Eastern Asia,Lower Middle,108837.2073,17.0,downloaded,0.0,15.2,16772,15548,4,33,33,0,0.0257,0.2122,0.2122,True,0,0,0,29.37,30.92,False
ucdb_125,546,Kpalimé,Togo,Togo,Sub-Saharan Africa,Low income,143596.0177,28.0,0,0.6360879703097578,6.91128038834576,0.6113776834693093,6.8808671289508405,0.6615186332145879,6.937639152453721,0.0005496782144021,546,Kpalimé,Togo,Sub-Saharan Africa,Low income,143596.0177,28.0,downloaded,0.0,16.6,39981,38542,0,6,6,0,0.0,0.0156,0.0156,True,109,7,0,34.34,35.77,False
ucdb_126,2044,Vinnytsia,Ukraine,Ukraine,Europe,Lower Middle,355789.1426,69.0,0,28.479440150308104,49.23372924672972,28.38707466915937,49.20531940960111,28.55710746767648,49.27177899360211,0.0013619426481355,2044,Vinnytsia,Ukraine,Europe,Lower Middle,355789.1426,69.0,downloaded,0.0,15.0,69368,63403,47,2567,2598,0,0.0741,4.0487,4.0976,True,22,10,0,32.49,38.45,False
ucdb_127,1411,Bayda,Libya,Libya,Northern Africa and Western Asia,Upper Middle,112764.9469,24.0,0,21.7552904035476,32.76210351315552,21.7159398431228,32.74122839322019,21.79764557917659,32.78442033889624,0.0004316584516197,1411,Bayda,Libya,Northern Africa and Western Asia,Upper Middle,112764.9469,24.0,downloaded,0.0,11.6,26637,23274,5,657,658,0,0.0215,2.8229,2.8272,True,12,4,0,31.54,38.81,False
ucdb_128,5163,Batna,Algeria,Algeria,Northern Africa and Western Asia,Lower Middle,377991.6114,41.0,0,6.171317929605007,35.546137966420986,6.1226062358959705,35.513394978671705,6.224226547346682,35.57461885701807,0.0014469325635996,5163,Batna,Algeria,Northern Africa and Western Asia,Lower Middle,377991.6114,41.0,downloaded,0.0,19.8,23006,22245,353,589,591,0,1.5869,2.6478,2.6568,True,67,38,2,37.41,40.55,False
ucdb_129,3590,Lahad Datu,Malaysia,Malaysia,Eastern and South-Eastern Asia,Upper Middle,116129.5884,31.0,0,118.33264607214966,5.029228425472163,118.27779982536424,5.008718173209517,118.38963517423308,5.049216361629939,0.0004445381272643,3590,Lahad Datu,Malaysia,Eastern and South-Eastern Asia,Upper Middle,116129.5884,31.0,downloaded,0.0,29.5,23817,19871,0,23,23,0,0.0,0.1157,0.1157,True,0,0,0,30.46,31.18,False
ucdb_130,6625,Musangala,Democratic Republic of the Congo,Democratic Republic of the Congo,Sub-Saharan Africa,Low income,182101.3636,13.0,0,28.60841041732589,-10.388680056944144,28.59587772591349,-10.422802055959073,28.61925982292206,-10.357689751772574,0.0006970747099196,6625,Musangala,Democratic Republic of the Congo,Sub-Saharan Africa,Low income,182101.3636,13.0,downloaded,0.0,13.6,11449,10333,0,0,0,0,0.0,0.0,0.0,True,84,26,0,35.37,38.06,False
ucdb_131,5416,Fuwwah,Yemen,Yemen,Northern Africa and Western Asia,Low income,123078.905,21.0,0,49.044809239804586,14.483978441130327,49.01685352557766,14.45493041300267,49.07557929140658,14.512248051819984,0.0004711397559249,5416,Fuwwah,Yemen,Northern Africa and Western Asia,Low income,123078.905,21.0,downloaded,0.0,11.7,14338,13183,4,165,169,0,0.0303,1.2516,1.282,True,190,97,2,37.57,40.3,True
ucdb_132,5323,Ozamiz,Philippines,Philippines,Eastern and South-Eastern Asia,Lower Middle,160470.3845,46.0,0,123.84463945197103,8.16526208384779,123.80371236627973,8.114252940812563,123.87793209931672,8.227923789326304,0.0006142724278097,5323,Ozamiz,Philippines,Eastern and South-Eastern Asia,Lower Middle,160470.3845,46.0,downloaded,0.0,15.2,42943,32293,0,68,68,0,0.0,0.2106,0.2106,True,64,6,0,34.77,35.94,False
ucdb_133,4549,Takaoka,Japan,Japan,Eastern and South-Eastern Asia,High income,157365.7874,90.0,0,137.05768078081454,36.76053049129872,136.95365603544272,36.72368234411356,137.16134493076993,36.81165976203855,0.0006023881888336,4549,Takaoka,Japan,Eastern and South-Eastern Asia,High income,157365.7874,90.0,downloaded,0.0,21.0,90551,73370,5,875,876,0,0.0068,1.1926,1.1939,True,4,0,0,30.44,32.97,False
ucdb_134,6844,Meishan,China,China,Eastern and South-Eastern Asia,Upper Middle,661433.3033,111.0,0,103.8419920351083,30.04339188997009,103.76272066796804,29.9756233998623,103.91679528293024,30.12087957394672,0.0025319328692224,6844,Meishan,China,Eastern and South-Eastern Asia,Upper Middle,661433.3033,111.0,downloaded,0.0,17.7,19767,15310,0,0,0,0,0.0,0.0,0.0,True,61,8,0,33.95,36.68,False
ucdb_135,3227,Oued Zem,Morocco,Morocco,Northern Africa and Western Asia,Lower Middle,103223.2911,12.0,0,-6.570894826748527,32.86290596513251,-6.592568572008234,32.84490236160252,-6.536585289865082,32.879470498181256,0.000395133481035,3227,Oued Zem,Morocco,Northern Africa and Western Asia,Lower Middle,103223.2911,12.0,downloaded,0.0,10.4,5,2,0,0,0,0,0.0,0.0,0.0,True,118,79,29,41.32,46.86,False
ucdb_136,94,Kaliningrad,Russia,Russian Federation,Europe,Upper Middle,438434.9947,102.0,0,20.51088067016928,54.71306171372899,20.41495290733901,54.65621407086473,20.60732410364048,54.76545745471908,0.001678306744701,94,Kaliningrad,Russia,Europe,Upper Middle,438434.9947,102.0,downloaded,0.0,20.6,66265,48598,152,9666,9703,0,0.3128,19.8897,19.9658,True,0,0,0,26.67,30.39,False
ucdb_137,2892,Sisulu Village,South Africa,South Africa,Sub-Saharan Africa,Upper Middle,151960.7384,38.0,0,27.73115179786146,-32.94225196684214,27.67502277503286,-32.965913112756134,27.786256789401964,-32.914043721728184,0.000581697937595,2892,Sisulu Village,South Africa,Sub-Saharan Africa,Upper Middle,151960.7384,38.0,downloaded,0.0,14.4,82411,69199,0,1,1,0,0.0,0.0014,0.0014,True,18,1,0,31.98,35.44,False
ucdb_138,927,Potosí,Bolivia,Bolivia (Plurinational State of),Latin America and the Caribbean,Lower Middle,261971.8658,26.0,0,-65.75794689775142,-19.579657410176,-65.79040435155679,-19.60607096868145,-65.72410805954947,-19.54815423954422,0.0010028149089579,927,Potosí,Bolivia,Latin America and the Caribbean,Lower Middle,261971.8658,26.0,downloaded,0.0,19.2,68248,62032,358,394,397,0,0.5771,0.6352,0.64,True,0,0,0,23.34,25.65,False
ucdb_139,3010,Idiofa,Democratic Republic of the Congo,Democratic Republic of the Congo,Sub-Saharan Africa,Low income,131882.5099,20.0,0,19.587739181702364,-4.959311683780041,19.561751678543093,-4.984419721881684,19.61190472543714,-4.92772467115879,0.0005048395053974,3010,Idiofa,Democratic Republic of the Congo,Sub-Saharan Africa,Low income,131882.5099,20.0,downloaded,0.0,21.9,30958,27125,0,0,0,0,0.0,0.0,0.0,True,222,94,0,36.84,38.31,True
ucdb_140,3225,Reconquista,Argentina,Argentina,Latin America and the Caribbean,Upper Middle,107098.3678,32.0,0,-59.65761949368932,-29.14167597486562,-59.689455057783945,-29.18239362763057,-59.63050112126521,-29.105753705722,0.0004099670765291,3225,Reconquista,Argentina,Latin America and the Caribbean,Upper Middle,107098.3678,32.0,downloaded,0.0,25.9,47988,43804,0,6,6,0,0.0,0.0137,0.0137,True,101,48,1,37.66,40.1,False
ucdb_141,6092,Nha Trang,Vietnam,Viet Nam,Eastern and South-Eastern Asia,Lower Middle,443635.5184,99.0,0,109.15412505837774,12.254573277617244,109.04939587714924,12.191073406814562,109.22919879622508,12.305303199905197,0.0016982140835476,6092,Nha Trang,Vietnam,Eastern and South-Eastern Asia,Lower Middle,443635.5184,99.0,downloaded,0.0,29.8,166688,133938,5,1135,1135,0,0.0037,0.8474,0.8474,True,22,0,0,32.1,33.95,False
ucdb_142,3642,Matsuyama,Japan,Japan,Eastern and South-Eastern Asia,High income,421736.146,140.0,0,132.76405625745872,33.819346583364535,132.66912944801908,33.76269918777997,132.90415996247904,33.88419236287068,0.0016143844056069,3642,Matsuyama,Japan,Eastern and South-Eastern Asia,High income,421736.146,140.0,downloaded,0.0,19.5,140445,127759,8,165,168,0,0.0063,0.1291,0.1315,True,13,0,0,31.39,32.85,False
ucdb_143,6498,Shariatpur,Bangladesh,Bangladesh,Central and Southern Asia,Lower Middle,301047.3821,124.0,0,90.38198542251968,23.26858086372924,90.30184810023638,23.17178382511913,90.48065715301392,23.33885460950833,0.0011523939876166,6498,Shariatpur,Bangladesh,Central and Southern Asia,Lower Middle,301047.3821,124.0,downloaded,0.0,21.1,119548,54483,9,10,12,0,0.0165,0.0184,0.022,True,113,37,9,37.5,42.7,False
ucdb_144,3584,Myaung Mya,Myanmar,Myanmar,Eastern and South-Eastern Asia,Lower Middle,166741.7989,17.0,0,94.92911544971632,16.60116884774632,94.8978379345894,16.579651093901354,94.96181300358283,16.620753220774606,0.0006382790815065,3584,Myaung Mya,Myanmar,Eastern and South-Eastern Asia,Lower Middle,166741.7989,17.0,downloaded,0.0,14.3,18556,16454,0,1,1,0,0.0,0.0061,0.0061,True,208,119,45,41.32,43.29,True
ucdb_145,7052,Sorocaba,Brazil,Brazil,Latin America and the Caribbean,Upper Middle,712190.5064,147.0,0,-47.46830532880477,-23.494546709475006,-47.5304163221042,-23.58124946978162,-47.39663540355742,-23.414062507892687,0.0027262288477247,7052,Sorocaba,Brazil,Latin America and the Caribbean,Upper Middle,712190.5064,147.0,downloaded,0.0,121.9,286013,257558,5543,14517,14674,0,2.1521,5.6364,5.6974,True,100,20,0,35.11,38.0,False
ucdb_146,4172,Hemet,United States,United States of America,Northern America,High income,145151.1669,69.0,0,-116.9581764544253,33.75748121659996,-117.023255394877,33.71932451056294,-116.8704483473397,33.8060821406739,0.0005556312460327,4172,Hemet,United States,Northern America,High income,145151.1669,69.0,downloaded,0.0,20.8,57393,46219,36691,177,36828,0,79.3851,0.383,79.6815,True,114,89,18,39.87,44.2,False
ucdb_147,2342,Newport,United Kingdom,United Kingdom,Europe,High income,118959.1841,46.0,0,-2.9854048839392267,51.5873449489142,-3.0369881790802755,51.55182536812264,-2.9148688106331355,51.61951054536899,0.0004553696749407,2342,Newport,United Kingdom,Europe,High income,118959.1841,46.0,downloaded,0.0,18.2,52489,49911,12061,4319,15575,0,24.165,8.6534,31.2055,True,0,0,0,21.51,26.22,False
ucdb_148,1432,Tabriz,Iran,Iran (Islamic Republic of),Central and Southern Asia,Lower Middle,1318694.238,164.0,0,46.27916979767137,38.06322323099751,46.11992268410605,38.01198934562087,46.44284713995258,38.127108984872415,0.0050478941247566,1432,Tabriz,Iran,Central and Southern Asia,Lower Middle,1318694.238,164.0,downloaded,0.0,16.9,4508,4315,211,550,704,0,4.8899,12.7462,16.3152,True,45,6,0,33.51,36.34,False
ucdb_149,6170,Isanlu Mopo,Nigeria,Nigeria,Sub-Saharan Africa,Lower Middle,150099.0517,19.0,0,5.828050452183811,8.27642998980286,5.794489502750928,8.252283446445862,5.85466969813509,8.30100448739657,0.0005745714960862,6170,Isanlu Mopo,Nigeria,Sub-Saharan Africa,Lower Middle,150099.0517,19.0,downloaded,0.0,9.7,9929,9484,0,0,0,0,0.0,0.0,0.0,True,243,122,3,38.44,41.36,True
ucdb_150,166,Babathan,Nepal,Nepal,Central and Southern Asia,Lower Middle,105155.6145,40.0,0,80.08371693895786,28.88319442782216,80.05697463894714,28.833430596861664,80.11254615315863,28.944029152635974,0.00040253031622,166,Babathan,Nepal,Central and Southern Asia,Lower Middle,105155.6145,40.0,downloaded,0.0,13.3,19224,17302,0,0,0,0,0.0,0.0,0.0,True,121,89,36,42.64,46.17,True
ucdb_151,4138,Bagé,Brazil,Brazil,Latin America and the Caribbean,Upper Middle,100920.1036,31.0,0,-54.10270488004808,-31.326465531506425,-54.144300977920665,-31.35458378244676,-54.04836398589144,-31.303059161775213,0.0003863169970355,4138,Bagé,Brazil,Latin America and the Caribbean,Upper Middle,100920.1036,31.0,downloaded,0.0,17.8,51068,44857,0,8,8,0,0.0,0.0178,0.0178,True,29,6,0,32.94,35.95,False
ucdb_152,3962,Nampo,North Korea,Dem. People's Republic of Korea,Eastern and South-Eastern Asia,Low income,144642.5036,27.0,0,125.39643849973486,38.7348348784216,125.34710935309926,38.7126212326674,125.44810054894552,38.75705111434043,0.0005536841089257,3962,Nampo,North Korea,Eastern and South-Eastern Asia,Low income,144642.5036,27.0,downloaded,0.0,17.4,24978,23744,0,0,0,0,0.0,0.0,0.0,True,13,0,0,31.51,34.71,False
ucdb_153,4540,Quva,Uzbekistan,Uzbekistan,Central and Southern Asia,Lower Middle,104547.2704,41.0,0,72.06796126016087,40.52448424227731,72.02126185301779,40.48914489594942,72.11084968121551,40.56989951881111,0.0004002016061068,4540,Quva,Uzbekistan,Central and Southern Asia,Lower Middle,104547.2704,41.0,downloaded,0.0,15.9,1113,1080,0,0,0,0,0.0,0.0,0.0,True,95,65,18,39.88,41.98,False
ucdb_154,5986,Fujieda,Japan,Japan,Eastern and South-Eastern Asia,High income,121220.3722,127.0,0,138.27192995161425,34.843998159661965,138.11836297300195,34.78006443982729,138.3530298098186,34.902114105924724,0.0004640253873841,5986,Fujieda,Japan,Eastern and South-Eastern Asia,High income,121220.3722,127.0,downloaded,0.0,19.2,173134,138544,0,16,16,0,0.0,0.0115,0.0115,True,3,0,0,29.9,33.09,False
ucdb_155,5813,Texmelucan,México,Mexico,Latin America and the Caribbean,Upper Middle,187949.0671,56.0,0,-98.42546586706028,19.27463390036629,-98.49185770863436,19.233886651729414,-98.36692212699435,19.31656626135621,0.0007194594199535,5813,Texmelucan,México,Latin America and the Caribbean,Upper Middle,187949.0671,56.0,downloaded,0.0,25.1,82508,64156,0,4,4,0,0.0,0.0062,0.0062,True,5,0,0,31.12,32.53,False
ucdb_156,2822,Ngaoundéré,Cameroon,Cameroon,Sub-Saharan Africa,Lower Middle,359176.4499,53.0,0,13.579286522252223,7.317590546605544,13.537853686336923,7.27021434986059,13.618689397618414,7.367571077973636,0.0013749090873036,2822,Ngaoundéré,Cameroon,Sub-Saharan Africa,Lower Middle,359176.4499,53.0,downloaded,0.0,16.1,119132,109943,0,4,4,0,0.0,0.0036,0.0036,True,105,48,0,36.14,37.72,False
ucdb_157,121,Rubavu,Rwanda,Rwanda,Sub-Saharan Africa,Low income,342554.9873,70.0,0,29.287410931390887,-1.6963123294561209,29.242505252542944,-1.7470424073988424,29.36264620805265,-1.6499739113136496,0.0013112829782439,121,Rubavu,Rwanda,Sub-Saharan Africa,Low income,342554.9873,70.0,downloaded,0.0,17.8,118210,86320,0,157,157,0,0.0,0.1819,0.1819,True,0,0,0,25.11,26.7,False
ucdb_158,906,Taichung,Taiwan,"China, Taiwan Province of China",Eastern and South-Eastern Asia,High income,2318377.157,313.0,0,120.66959170441284,24.16548093921876,120.56495823880752,24.04980613992068,120.75637406473528,24.275948941775862,0.0088746292298506,906,Taichung,Taiwan,Eastern and South-Eastern Asia,High income,2318377.157,313.0,downloaded,0.0,18.6,149147,129414,112,12175,12192,0,0.0865,9.4078,9.4209,True,77,5,0,34.02,36.41,False
ucdb_159,3208,Pathein,Myanmar,Myanmar,Eastern and South-Eastern Asia,Lower Middle,226856.9312,34.0,0,94.7432696691924,16.79293520850303,94.70753848226394,16.752302649509026,94.78424507737095,16.83453864803965,0.0008683967345619,3208,Pathein,Myanmar,Eastern and South-Eastern Asia,Lower Middle,226856.9312,34.0,downloaded,0.0,12.7,42119,33453,0,5,5,0,0.0,0.0149,0.0149,True,233,130,47,41.41,43.76,True
ucdb_160,1113,Domeez,Iraq,Iraq,Northern Africa and Western Asia,Upper Middle,155702.9481,18.0,0,42.902315528806746,36.787706595665945,42.87294000841564,36.75886876060792,42.93105594042618,36.82045959148905,0.0005960229250059,1113,Domeez,Iraq,Northern Africa and Western Asia,Upper Middle,155702.9481,18.0,downloaded,0.0,9.5,6886,5872,12,19,19,0,0.2044,0.3236,0.3236,True,120,107,46,41.56,43.31,True
ucdb_161,467,Tbilisi,Georgia,Georgia,Northern Africa and Western Asia,Upper Middle,988277.7269,151.0,1,44.82056524855459,41.723528675194295,44.70863006383357,41.62307743026403,44.93227160055561,41.812784794845946,0.0037830766128261,467,Tbilisi,Georgia,Northern Africa and Western Asia,Upper Middle,988277.7269,151.0,downloaded,0.0,20.9,148396,115694,175,14441,14513,0,0.1513,12.4821,12.5443,True,46,7,0,33.86,36.53,False
ucdb_162,2186,Edinburgh,United Kingdom,United Kingdom,Europe,High income,530165.3007,130.0,0,-3.1976999279303824,55.94442150041554,-3.316078886629052,55.894054561597166,-3.0121343301920014,55.99450314859536,0.0020294456663527,2186,Edinburgh,United Kingdom,Europe,High income,530165.3007,130.0,downloaded,0.0,21.7,166199,155161,28740,34085,54978,0,18.5227,21.9675,35.4329,True,0,0,0,18.94,22.08,False
ucdb_163,2555,Ferkéssédougou,Côte d'Ivoire,CÃ´te d'Ivoire,Sub-Saharan Africa,Lower Middle,108042.3774,20.0,0,-5.197485868279049,9.592185485951587,-5.2236621994283405,9.568604740307716,-5.173184828434343,9.625524852810114,0.0004135806970153,2555,Ferkéssédougou,Côte d'Ivoire,Sub-Saharan Africa,Lower Middle,108042.3774,20.0,downloaded,0.0,16.4,32701,30315,0,8,8,0,0.0,0.0264,0.0264,True,263,185,21,40.09,42.32,True
ucdb_164,3343,Zeralda,Algeria,Algeria,Northern Africa and Western Asia,Lower Middle,151883.7825,53.0,0,2.853477497018567,36.72492704318845,2.8035151588048923,36.67091407202148,2.8973373877124287,36.78526255324008,0.0005814033543442,3343,Zeralda,Algeria,Northern Africa and Western Asia,Lower Middle,151883.7825,53.0,downloaded,0.0,16.8,36425,29894,4,742,745,0,0.0134,2.4821,2.4921,True,83,50,6,38.01,42.12,False
ucdb_165,420,Qabilat alturki,Libya,Libya,Northern Africa and Western Asia,Upper Middle,102464.309,52.0,0,14.362126266820916,32.57318710748531,14.304294856565162,32.51675724214263,14.418586019211489,32.628966258939094,0.0003922281363591,420,Qabilat alturki,Libya,Northern Africa and Western Asia,Upper Middle,102464.309,52.0,downloaded,0.0,14.6,32984,26187,0,7,7,0,0.0,0.0267,0.0267,True,94,27,7,36.76,41.82,False
ucdb_166,3120,Koléa,Algeria,Algeria,Northern Africa and Western Asia,Lower Middle,261237.5257,64.0,0,2.7392060822533617,36.650854703933405,2.641807368338367,36.61815939432878,2.8035151588048923,36.69729650674552,0.0010000038925983,3120,Koléa,Algeria,Northern Africa and Western Asia,Lower Middle,261237.5257,64.0,downloaded,0.0,104.2,58687,53861,4,629,629,0,0.0074,1.1678,1.1678,True,72,32,0,35.91,39.45,False
ucdb_167,1792,Khmelnytskyi,Ukraine,Ukraine,Europe,Lower Middle,224407.29,57.0,0,26.987359267285385,49.42055855460796,26.91016327530463,49.37628238723333,27.066592307483404,49.46184623994779,0.0008590196332863,1792,Khmelnytskyi,Ukraine,Europe,Lower Middle,224407.29,57.0,downloaded,0.0,16.2,47824,33650,10,1851,1855,0,0.0297,5.5007,5.5126,True,9,0,0,30.4,34.2,False
ucdb_168,7103,Lakeland,United States,United States of America,Northern America,High income,124948.1547,89.0,0,-81.94294482924526,28.02402053283445,-82.0229578281138,27.950224063197403,-81.87113540191335,28.085921441056453,0.000478295148211,7103,Lakeland,United States,Northern America,High income,124948.1547,89.0,downloaded,0.0,16.9,62433,39721,22733,21,22736,0,57.2317,0.0529,57.2392,True,133,54,0,36.72,39.19,False
ucdb_169,8947,Sanhe,China,China,Eastern and South-Eastern Asia,Upper Middle,340380.849,91.0,0,117.0680185093682,39.99962418478421,116.95154768699672,39.94275903913039,117.14604323698453,40.0501148420318,0.0013029604879844,8947,Sanhe,China,Eastern and South-Eastern Asia,Upper Middle,340380.849,91.0,downloaded,0.0,15.6,44069,32158,1,0,1,0,0.0031,0.0,0.0031,True,64,30,0,36.42,38.72,False
ucdb_170,3637,Tha Chang,Thailand,Thailand,Eastern and South-Eastern Asia,Upper Middle,154230.0311,45.0,0,102.11102577590717,12.607016047678052,102.06615568038492,12.558308473588012,102.15933669782632,12.64810731257334,0.0005903846740329,3637,Tha Chang,Thailand,Eastern and South-Eastern Asia,Upper Middle,154230.0311,45.0,downloaded,0.0,19.0,46826,31570,0,15,15,0,0.0,0.0475,0.0475,True,34,0,0,32.49,33.89,False
ucdb_171,503,San Fernando,Philippines,Philippines,Eastern and South-Eastern Asia,Lower Middle,124412.0823,48.0,0,120.31686051258968,16.603969446984,120.27153661377524,16.538552317423886,120.34961333533572,16.6618587073179,0.0004762430904706,503,San Fernando,Philippines,Eastern and South-Eastern Asia,Lower Middle,124412.0823,48.0,downloaded,0.0,21.6,48891,41532,2,28,29,0,0.0048,0.0674,0.0698,True,45,11,0,34.24,36.1,False
ucdb_172,7003,Tima,Egypt,Egypt,Northern Africa and Western Asia,Lower Middle,255070.2698,38.0,0,31.4684501908794,26.90428456893829,31.40620771507759,26.875382641765963,31.53181619644123,26.934523434406472,0.0009763959523143,7003,Tima,Egypt,Northern Africa and Western Asia,Lower Middle,255070.2698,38.0,downloaded,0.0,17.4,34996,25342,0,1,1,0,0.0,0.0039,0.0039,True,193,157,94,42.65,47.89,True
ucdb_173,3675,Nacala,Mozambique,Mozambique,Sub-Saharan Africa,Low income,277625.9638,50.0,0,40.68800403248904,-14.55843381621817,40.65988782303017,-14.635090690103423,40.71545825757322,-14.50405947108547,0.0010627379957854,3675,Nacala,Mozambique,Sub-Saharan Africa,Low income,277625.9638,50.0,downloaded,0.0,156.3,114637,108109,0,15686,15686,0,0.0,14.5094,14.5094,True,67,0,0,33.85,34.76,False
ucdb_174,6717,Patnos,Turkey,Turkey,Northern Africa and Western Asia,Upper Middle,104476.1862,15.0,0,42.86019591761923,39.23607409222495,42.82784657612299,39.21083196092243,42.89652332629948,39.25537919442532,0.0003999294994234,6717,Patnos,Turkey,Northern Africa and Western Asia,Upper Middle,104476.1862,15.0,downloaded,0.0,15.0,12782,10374,0,1,1,0,0.0,0.0096,0.0096,True,6,0,0,31.33,33.26,False
ucdb_175,1016,Galle,Sri Lanka,Sri Lanka,Central and Southern Asia,Lower Middle,554849.0123,248.0,0,80.33413507090107,6.015533698844585,80.07776118871676,5.916122594475793,80.62838770478413,6.175481935001393,0.0021239336524015,1016,Galle,Sri Lanka,Central and Southern Asia,Lower Middle,554849.0123,248.0,downloaded,0.0,50.9,441412,191935,77,415,455,0,0.0401,0.2162,0.2371,True,2,0,0,31.05,32.28,False
ucdb_176,4466,Sharixon,Uzbekistan,Uzbekistan,Central and Southern Asia,Lower Middle,164542.5431,50.0,0,72.06426162513725,40.71049957360378,72.00682881233324,40.659669654486905,72.11926884305862,40.74948499573016,0.0006298604427412,4466,Sharixon,Uzbekistan,Central and Southern Asia,Lower Middle,164542.5431,50.0,downloaded,0.0,16.6,198,196,0,1,1,0,0.0,0.5102,0.5102,True,95,65,18,39.88,41.98,False
ucdb_177,255,Bata,Equatorial Guinea,Equatorial Guinea,Sub-Saharan Africa,Upper Middle,789800.2459,88.0,0,9.786109439805784,1.8446643674458751,9.7313577866304,1.7955773694348254,9.831359983673858,1.9088275576793687,0.003023314962729,255,Bata,Equatorial Guinea,Sub-Saharan Africa,Upper Middle,789800.2459,88.0,downloaded,0.0,48.4,93993,92398,1,4,4,0,0.0011,0.0043,0.0043,True,0,0,0,30.61,31.56,False
ucdb_178,2590,Shahrisabz,Uzbekistan,Uzbekistan,Central and Southern Asia,Lower Middle,283388.1677,87.0,0,66.8489634100359,39.07955595766506,66.76623890888581,39.014949602493566,66.92522122962664,39.15738925157736,0.0010847954177216,2590,Shahrisabz,Uzbekistan,Central and Southern Asia,Lower Middle,283388.1677,87.0,downloaded,0.0,25.6,7715,3110,5,998,1001,0,0.1608,32.09,32.1865,True,69,30,0,36.55,39.04,False
ucdb_179,6174,Syzran,Russia,Russian Federation,Europe,Upper Middle,111241.327,38.0,0,48.46745330653855,53.16384485922809,48.39030526782933,53.128013382256185,48.54173402805517,53.1965925716703,0.0004258261125377,6174,Syzran,Russia,Europe,Upper Middle,111241.327,38.0,downloaded,0.0,49.8,37111,29822,0,482,482,0,0.0,1.6163,1.6163,True,5,2,0,29.33,35.32,False
ucdb_180,2930,San Carlos,Venezuela,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Upper Middle,122453.7669,25.0,0,-68.58114376511608,9.655612679157716,-68.62132914619164,9.633656596518213,-68.54678069695376,9.682448635296009,0.0004687467592383,2930,San Carlos,Venezuela,Latin America and the Caribbean,Upper Middle,122453.7669,25.0,downloaded,0.0,14.3,32889,30658,0,0,0,0,0.0,0.0,0.0,True,340,263,29,40.28,41.47,True
ucdb_181,6005,Monclova,México,Mexico,Latin America and the Caribbean,Upper Middle,290388.9017,66.0,0,-101.43124211877638,26.90661570906462,-101.47976532425344,26.84159317221488,-101.37992625816834,26.95987308793801,0.0011115938695608,6005,Monclova,México,Latin America and the Caribbean,Upper Middle,290388.9017,66.0,downloaded,0.0,180.9,130858,112421,1,3,3,0,0.0009,0.0027,0.0027,True,211,128,32,40.87,45.06,True
ucdb_182,1358,Puerto Princesa,Philippines,Philippines,Eastern and South-Eastern Asia,Lower Middle,193911.4386,51.0,0,118.74769840818672,9.759548780938092,118.70731766647324,9.7149781674245,118.78248483005696,9.80444063215014,0.000742283073229,1358,Puerto Princesa,Philippines,Eastern and South-Eastern Asia,Lower Middle,193911.4386,51.0,downloaded,0.0,19.2,67697,59664,3,33,33,0,0.005,0.0553,0.0553,True,55,0,0,33.44,34.35,False
ucdb_183,3289,Ijebu-Igbo,Nigeria,Nigeria,Sub-Saharan Africa,Lower Middle,251772.3235,23.0,0,4.00091257357004,6.968847249260727,3.979261771565661,6.937639152453721,4.019569850181941,6.994413796945866,0.0009637715824856,3289,Ijebu-Igbo,Nigeria,Sub-Saharan Africa,Lower Middle,251772.3235,23.0,downloaded,0.0,29.8,29501,28136,0,0,0,0,0.0,0.0,0.0,True,23,0,0,32.06,34.19,False
